"Vitamin A, RAE",mcg,2.46
"Carotene, beta",mcg,14.76
"Tocopherol, beta",mg,0.07
Vitamin D,IU,0.00
"Calcium, Ca",mg,30.75
Choline,mg,15.1
Monounsaturated fatty acids,g,0.079
Vitamin D (D2 + D3),mcg,0.0
Eicosapentaenoic n-3 acid,g,0.000
Galactose,g,0.00
Docosenoic acid,g,0.000
"Zinc, Zn",mg,0.52
Protein,g,1.48
Dodecanoic acid,g,0.000
Carbohydrate,g,14.69
Fat,g,0.80
Ash,g,0.57
Starch,g,0.00
Calories,kcal,63.96
Decanoic acid,g,0.000
"Iron, Fe",mg,0.85
"Magnesium, Mg",mg,27.06
"Phosphorus, P",mg,35.67
"Potassium, K",mg,185.73
"Sodium, Na",mg,1.23
Theobromine,mg,0.00
Caffeine,mg,0.00
Niacin,mg,0.736
Octadecatetraenoic acid,g,0.000
Sugars,g,5.44
"Tocopherol, gamma",mg,1.75
"Cryptoxanthin, beta",mcg,0.00
"Alcohol, ethyl",g,0.0
Docosahexaenoic n-3 acid,g,0.000
Betaine,mg,1.0
"Folate, DFE",mcg,25.83
Lutein + zeaxanthin,mcg,167.28
"Folate, food",mcg,25.83
Octanoic acid,g,0.000
Vitamin C,mg,32.2
Octadecadienoic acid,g,0.306
Octadecatrienoic acid,g,0.155
Vitamin B6,mg,0.068
Riboflavin,mg,0.047
Pantothenic acid,mg,0.405
Octadecanoic acid,g,0.005
Polyunsaturated fatty acids,g,0.461
Butanoic acid,g,0.000
"Tocopherol, delta",mg,1.28
Folic acid,mcg,0.00
Vitamin B12,mcg,0.00
Vitamin K,mcg,9.6
Fiber,g,8.0
"Tocopherol, alpha",mg,1.07
Maltose,g,0.00
Fructose,g,0.04
Lactose,g,0.00
Sucrose,g,0.22
Glucose (dextrose),g,0.04
Trans-octadecenoic acid,g,0.005
Hexadecenoic acid,g,0.000
"Fatty acids, total trans-monoenoic",g,0.005
Tridecanoic acid,g,0.000
Pentadecenoic acid,g,0.000
"Tocotrienol, alpha",mg,0.01
"Tocotrienol, beta",mg,0.00
"Tocotrienol, gamma",mg,0.00
"Tocotrienol, delta",mg,0.00
"Tocopherol, beta",mg,0.00
"Tocopherol, gamma",mg,0.07
"Tocopherol, delta",mg,0.00
Eicosapentaenoic n-3 acid,g,0.000
Galactose,g,0.00
Cis-octadecenoic acid,g,0.007
Tetracosenoic cis acid,g,0.000
"Cis,cis-eicosadienoic n-6 acid",g,0.000
Theobromine,mg,0.00
Caffeine,mg,0.00
Sugars,g,0.30
Vitamin B6,mg,0.010
Folate,mcg,1.88
Pantothenic acid,mg,0.051
Vitamin B12,mcg,0.00
Fiber,g,2.1
Retinol,mcg,0.00
Vitamin A,IU,0.00
"Copper, Cu",mg,0.122
"Selenium, Se",mcg,0.6
Octadecadienoic acid,g,0.063
"Manganese, Mn",mg,1.861
Dihydrophylloquinone,mcg,0.0
Hydroxyproline,g,0.000
Hexadecanoic acid,g,0.015
Choline,mg,4.6
"Zinc, Zn",mg,0.42
"Calcium, Ca",mg,15.79
"Iron, Fe",mg,5.17
"Magnesium, Mg",mg,19.55
"Phosphorus, P",mg,28.11
"Potassium, K",mg,195.52
"Sodium, Na",mg,2.54
Serine,g,0.026
Monounsaturated fatty acids,g,0.042
Polyunsaturated fatty acids,g,0.071
Arginine,g,0.051
Valine,g,0.062
Alanine,g,0.031
Histidine,g,0.014
Glutamic acid,g,0.107
Aspartic acid,g,0.175
Proline,g,0.045
Glycine,g,0.044
Docosahexaenoic n-3 acid,g,0.000
Eicosatetraenoic acid,g,0.000
Octadecatetraenoic acid,g,0.000
Lutein + zeaxanthin,mcg,0.00
Tetradecenoic acid,g,0.014
Docosanoic acid,g,0.000
"Cryptoxanthin, beta",mcg,0.00
Lycopene,mcg,0.00
Eicosenoic acid,g,0.000
Betaine,mg,0.9
Water,g,1.21
"Cis,cis,cis-octadecatrienoic n-3 acid",g,0.000
Niacin,mg,0.127
Riboflavin,mg,0.014
Tetracosanoic acid,g,0.000
Thiamin,mg,0.005
Pentadecanoic acid,g,0.000
Heptadecanoic acid,g,0.031
Phenylalanine,g,0.050
Tyrosine,g,0.030
Methionine,g,0.013
Cystine,g,0.014
Leucine,g,0.076
Lysine,g,0.036
Threonine,g,0.031
Isoleucine,g,0.044
Tryptophan,g,0.016
Docosenoic acid,g,0.000
Docosapentaenoic n-3 acid,g,0.000
Vitamin C,mg,0.1
"Alcohol, ethyl",g,0.0
"Fatty acids, total trans",g,0.005
Butanoic acid,g,0.000
Saturated fatty acids,g,0.173
Cholesterol,mg,0.00
Octanoic acid,g,0.000
Hexanoic acid,g,0.000
"Carotene, alpha",mcg,0.00
Vitamin E,mg,0.42
"Vitamin A, RAE",mcg,0.00
"Carotene, beta",mcg,0.00
Vitamin D,IU,0.00
Vitamin D (D2 + D3),mcg,0.0
Protein,g,0.91
Octadecatrienoic acid,g,0.008
Carbohydrate,g,6.31
Fat,g,0.31
Ash,g,0.67
Tetradecanoic acid,g,0.037
Calories,kcal,29.33
Decanoic acid,g,0.080
Dodecanoic acid,g,0.000
Octadecenoic acid,g,0.012
Octadecanoic acid,g,0.000
Eicosanoic acid,g,0.009
"Folate, DFE",mcg,1.88
"Folate, food",mcg,1.88
Eicosadienoic acid,g,0.000
Vitamin K,mcg,1.3
"Cis,cis,cis-octadecatrienoic n-6 acid",g,0.008
Heptadecenoic acid,g,0.015
Folic acid,mcg,0.00
"Tocopherol, alpha",mg,0.42
Retinol,mcg,0.00
Vitamin A,IU,52.50
Cholesterol,mg,0.00
Lutein + zeaxanthin,mcg,26.25
Docosapentaenoic n-3 acid,g,0.000
Hexanoic acid,g,0.000
"Copper, Cu",mg,0.050
Lycopene,mcg,0.00
Eicosenoic acid,g,0.000
"Selenium, Se",mcg,0.6
Butanoic acid,g,0.000
Thiamin,mg,0.029
Saturated fatty acids,g,0.019
Octadecatetraenoic acid,g,0.000
Octadecenoic acid,g,0.007
Eicosatetraenoic acid,g,0.000
Water,g,109.88
Hexadecanoic acid,g,0.016
Niacin,mg,0.154
Riboflavin,mg,0.018
Hexadecenoic acid,g,0.000
"Carotene, alpha",mcg,13.75
Vitamin E,mg,0.05
"Vitamin A, RAE",mcg,2.50
"Carotene, beta",mcg,23.75
Vitamin D,IU,0.00
"Calcium, Ca",mg,10.00
Choline,mg,4.4
Monounsaturated fatty acids,g,0.007
Vitamin D (D2 + D3),mcg,0.0
Eicosapentaenoic n-3 acid,g,0.000
Docosenoic acid,g,0.000
"Zinc, Zn",mg,0.04
Protein,g,0.12
Dodecanoic acid,g,0.000
Carbohydrate,g,14.62
Fat,g,0.12
Ash,g,0.25
Tetradecanoic acid,g,0.000
Calories,kcal,58.75
Decanoic acid,g,0.000
"Iron, Fe",mg,0.42
"Magnesium, Mg",mg,6.25
"Phosphorus, P",mg,6.25
"Potassium, K",mg,126.25
"Sodium, Na",mg,10.00
Theobromine,mg,0.00
Caffeine,mg,0.00
Octadecanoic acid,g,0.003
Sugars,g,10.57
"Cryptoxanthin, beta",mcg,1.25
"Alcohol, ethyl",g,0.0
"Folate, DFE",mcg,8.75
"Folate, food",mcg,8.75
Octanoic acid,g,0.000
Vitamin C,mg,79.5
Octadecadienoic acid,g,0.045
Octadecatrienoic acid,g,0.004
Vitamin B6,mg,0.054
Folate,mcg,8.75
Pantothenic acid,mg,0.144
Docosahexaenoic n-3 acid,g,0.000
Polyunsaturated fatty acids,g,0.049
Folic acid,mcg,0.00
Vitamin B12,mcg,0.00
Vitamin K,mcg,1.1
Fiber,g,0.1
"Tocopherol, alpha",mg,0.05
Maltose,g,0.00
Fructose,g,1.96
Lactose,g,0.00
Sucrose,g,6.96
Glucose (dextrose),g,2.25
Hexadecenoic acid,g,0.003
"Tocotrienol, alpha",mg,0.00
"Tocotrienol, beta",mg,0.00
"Tocotrienol, gamma",mg,0.00
"Tocotrienol, delta",mg,0.00
"Tocopherol, beta",mg,0.01
"Tocopherol, gamma",mg,0.01
"Tocopherol, delta",mg,0.01
Eicosapentaenoic n-3 acid,g,0.000
Galactose,g,0.00
Theobromine,mg,0.00
Caffeine,mg,0.00
Sugars,g,11.28
Vitamin B6,mg,0.036
Folate,mcg,7.15
Pantothenic acid,mg,0.265
Vitamin B12,mcg,0.00
Fiber,g,2.4
Retinol,mcg,0.00
Vitamin A,IU,474.76
"Copper, Cu",mg,0.123
"Selenium, Se",mcg,0.0
Octadecadienoic acid,g,0.159
"Manganese, Mn",mg,0.077
Dihydrophylloquinone,mcg,0.0
Tetradecanoic acid,g,0.000
Hexadecanoic acid,g,0.033
Choline,mg,8.9
"Zinc, Zn",mg,0.24
"Calcium, Ca",mg,8.58
"Iron, Fe",mg,0.40
"Magnesium, Mg",mg,12.87
"Phosphorus, P",mg,37.18
"Potassium, K",mg,287.43
"Sodium, Na",mg,0.00
Serine,g,0.026
Monounsaturated fatty acids,g,0.126
Polyunsaturated fatty acids,g,0.162
Arginine,g,0.013
Valine,g,0.019
Alanine,g,0.024
Histidine,g,0.011
Glutamic acid,g,0.049
Aspartic acid,g,0.812
Proline,g,0.014
Glycine,g,0.016
Docosahexaenoic n-3 acid,g,0.000
Eicosatetraenoic acid,g,0.000
Octadecatetraenoic acid,g,0.000
Lutein + zeaxanthin,mcg,185.90
"Cryptoxanthin, beta",mcg,140.14
Lycopene,mcg,0.00
Eicosenoic acid,g,0.000
Betaine,mg,0.3
Water,g,125.25
Niacin,mg,1.609
Riboflavin,mg,0.039
Thiamin,mg,0.049
Phenylalanine,g,0.030
Tyrosine,g,0.010
Methionine,g,0.009
Cystine,g,0.007
Leucine,g,0.020
Lysine,g,0.023
Threonine,g,0.013
Isoleucine,g,0.013
Tryptophan,g,0.007
Docosenoic acid,g,0.000
Docosapentaenoic n-3 acid,g,0.000
Vitamin C,mg,7.7
"Alcohol, ethyl",g,0.0
"Fatty acids, total trans",g,0.000
Butanoic acid,g,0.000
Saturated fatty acids,g,0.036
Cholesterol,mg,0.00
Octanoic acid,g,0.000
Hexanoic acid,g,0.000
"Carotene, alpha",mcg,0.00
Vitamin E,mg,1.10
"Vitamin A, RAE",mcg,24.31
"Carotene, beta",mcg,214.50
Vitamin D,IU,0.00
Vitamin D (D2 + D3),mcg,0.0
Protein,g,1.52
Octadecatrienoic acid,g,0.003
Carbohydrate,g,15.09
Fat,g,0.46
Ash,g,0.69
Starch,g,0.10
Calories,kcal,62.92
Decanoic acid,g,0.000
Dodecanoic acid,g,0.000
Octadecenoic acid,g,0.123
Octadecanoic acid,g,0.003
"Folate, DFE",mcg,7.15
"Folate, food",mcg,7.15
Vitamin K,mcg,3.1
Folic acid,mcg,0.00
"Tocopherol, alpha",mg,1.10
"Fatty acids, total trans",g,0.000
Vitamin A,IU,500.58
Cholesterol,mg,0.00
"Selenium, Se",mcg,5.6
Saturated fatty acids,g,0.501
Water,g,222.42
Riboflavin,mg,0.510
Vitamin C,mg,0.0
Vitamin D,IU,119.07
Vitamin D (D2 + D3),mcg,2.9
"Zinc, Zn",mg,0.61
Protein,g,7.00
Carbohydrate,g,7.99
Fat,g,4.01
Ash,g,1.58
Calories,kcal,99.63
"Calcium, Ca",mg,298.89
"Iron, Fe",mg,1.07
"Magnesium, Mg",mg,38.88
"Potassium, K",mg,298.89
"Sodium, Na",mg,119.07
Sugars,g,6.00
"Folate, food",mcg,24.30
Folate,mcg,24.30
Vitamin B12,mcg,2.99
Fiber,g,1.0
