Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:27 EST
"Nutrient data for: 09524, Lemon juice from concentrate, bottled, REAL LEMON"
Nutrient,Unit,4Value per 400 g,"2.5 tbsp = 37.5g","2.5 tsp = 12.5g",
Proximates
"Water",g,374.28,35.09,11.70
"Energy",kcal,68,6,2
"Protein",g,1.88,0.18,0.06
"Total lipid (fat)",g,0.28,0.03,0.01
"Carbohydrate, by difference",g,22.64,2.12,0.71
"Fiber, total dietary",g,2.8,0.3,0.1
"Sugars, total",g,6.36,0.60,0.20
Minerals
"Calcium, Ca",mg,36,3,1
"Iron, Fe",mg,0.24,0.02,0.01
"Magnesium, Mg",mg,24,2,1
"Phosphorus, P",mg,36,3,1
"Potassium, K",mg,436,41,14
"Sodium, Na",mg,104,10,3
"Zinc, Zn",mg,0.92,0.09,0.03
Vitamins
"Vitamin C, total ascorbic acid",mg,66.4,6.2,2.1
"Thiamin",mg,0.080,0.008,0.002
"Riboflavin",mg,0.068,0.006,0.002
"Niacin",mg,0.720,0.068,0.022
"Vitamin B-6",mg,0.148,0.014,0.005
"Vitamin A, RAE",µg,8,1,0
"Vitamin A, IU",IU,132,12,4
"Vitamin E (alpha-tocopherol)",mg,0.92,0.09,0.03
"Vitamin K (phylloquinone)",µg,0.4,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.108,0.010,0.003
"Fatty acids, total monounsaturated",g,0.024,0.002,0.001
"Fatty acids, total polyunsaturated",g,0.068,0.006,0.002
"Fatty acids, total trans",g,0.000,0.000,0.000
Amino Acids
Other
