Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:18 EST
"Nutrient data for: 02020, Spices, garlic powder"
Nutrient,Unit,3Value per 300 g,"1.5 tsp = 4.65g","1.5 tbsp = 14.55g",
Proximates
"Water",g,19.35,0.30,0.94
"Energy",kcal,993,15,48
"Protein",g,49.65,0.77,2.41
"Total lipid (fat)",g,2.19,0.03,0.11
"Carbohydrate, by difference",g,218.19,3.38,10.58
"Fiber, total dietary",g,27.0,0.4,1.3
"Sugars, total",g,7.29,0.11,0.35
Minerals
"Calcium, Ca",mg,237,4,11
"Iron, Fe",mg,16.95,0.26,0.82
"Magnesium, Mg",mg,231,4,11
"Phosphorus, P",mg,1242,19,60
"Potassium, K",mg,3579,55,174
"Sodium, Na",mg,180,3,9
"Zinc, Zn",mg,8.97,0.14,0.44
Vitamins
"Vitamin C, total ascorbic acid",mg,3.6,0.1,0.2
"Thiamin",mg,1.305,0.020,0.063
"Riboflavin",mg,0.423,0.007,0.021
"Niacin",mg,2.388,0.037,0.116
"Vitamin B-6",mg,4.962,0.077,0.241
"Folate, DFE",µg,141,2,7
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0
"Vitamin A, IU",IU,0,0,0
"Vitamin E (alpha-tocopherol)",mg,2.01,0.03,0.10
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,1.2,0.0,0.1
Lipids
"Fatty acids, total saturated",g,0.747,0.012,0.036
"Fatty acids, total monounsaturated",g,0.345,0.005,0.017
"Fatty acids, total polyunsaturated",g,0.534,0.008,0.026
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
