Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:18 EST
"Nutrient data for: 02020, Spices, garlic powder"
Nutrient,Unit,4Value per 400 g,"2 tsp = 6.2g","2 tbsp = 19.4g",
Proximates
"Water",g,25.80,0.40,1.25
"Energy",kcal,1324,21,64
"Protein",g,66.20,1.03,3.21
"Total lipid (fat)",g,2.92,0.05,0.14
"Carbohydrate, by difference",g,290.92,4.51,14.11
"Fiber, total dietary",g,36.0,0.6,1.7
"Sugars, total",g,9.72,0.15,0.47
Minerals
"Calcium, Ca",mg,316,5,15
"Iron, Fe",mg,22.60,0.35,1.10
"Magnesium, Mg",mg,308,5,15
"Phosphorus, P",mg,1656,26,80
"Potassium, K",mg,4772,74,231
"Sodium, Na",mg,240,4,12
"Zinc, Zn",mg,11.96,0.19,0.58
Vitamins
"Vitamin C, total ascorbic acid",mg,4.8,0.1,0.2
"Thiamin",mg,1.740,0.027,0.084
"Riboflavin",mg,0.564,0.009,0.027
"Niacin",mg,3.184,0.049,0.154
"Vitamin B-6",mg,6.616,0.103,0.321
"Folate, DFE",µg,188,3,9
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0
"Vitamin A, IU",IU,0,0,0
"Vitamin E (alpha-tocopherol)",mg,2.68,0.04,0.13
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,1.6,0.0,0.1
Lipids
"Fatty acids, total saturated",g,0.996,0.015,0.048
"Fatty acids, total monounsaturated",g,0.460,0.007,0.022
"Fatty acids, total polyunsaturated",g,0.712,0.011,0.035
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
