Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:09 EST
"Nutrient data for: 02029, Spices, parsley, dried"
Nutrient,Unit,2Value per 200 g,"2 tsp = 1.0g","2 tbsp = 3.2g",
Proximates
"Water",g,11.78,0.06,0.19
"Energy",kcal,584,3,9
"Protein",g,53.26,0.27,0.85
"Total lipid (fat)",g,10.96,0.05,0.18
"Carbohydrate, by difference",g,101.28,0.51,1.62
"Fiber, total dietary",g,53.4,0.3,0.9
"Sugars, total",g,14.54,0.07,0.23
Minerals
"Calcium, Ca",mg,2280,11,36
"Iron, Fe",mg,44.08,0.22,0.71
"Magnesium, Mg",mg,800,4,13
"Phosphorus, P",mg,872,4,14
"Potassium, K",mg,5366,27,86
"Sodium, Na",mg,904,5,14
"Zinc, Zn",mg,10.88,0.05,0.17
Vitamins
"Vitamin C, total ascorbic acid",mg,250.0,1.2,4.0
"Thiamin",mg,0.392,0.002,0.006
"Riboflavin",mg,4.766,0.024,0.076
"Niacin",mg,19.886,0.099,0.318
"Vitamin B-6",mg,1.800,0.009,0.029
"Folate, DFE",µg,360,2,6
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,194,1,3
"Vitamin A, IU",IU,3878,19,62
"Vitamin E (alpha-tocopherol)",mg,17.92,0.09,0.29
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,2719.0,13.6,43.5
Lipids
"Fatty acids, total saturated",g,2.756,0.014,0.044
"Fatty acids, total monounsaturated",g,1.522,0.008,0.024
"Fatty acids, total polyunsaturated",g,6.248,0.031,0.100
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
