Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:29 EST
"Nutrient data for: 09161, Lime juice, canned or bottled, unsweetened"
Nutrient,Unit,4Value per 400 g,"2 cup = 492.0g","2 fl oz = 61.6g",
Proximates
"Water",g,370.08,455.20,56.99
"Energy",kcal,84,103,13
"Protein",g,1.00,1.23,0.15
"Total lipid (fat)",g,0.92,1.13,0.14
"Carbohydrate, by difference",g,26.76,32.91,4.12
"Fiber, total dietary",g,1.6,2.0,0.2
"Sugars, total",g,5.48,6.74,0.84
Minerals
"Calcium, Ca",mg,48,59,7
"Iron, Fe",mg,0.92,1.13,0.14
"Magnesium, Mg",mg,28,34,4
"Phosphorus, P",mg,40,49,6
"Potassium, K",mg,300,369,46
"Sodium, Na",mg,64,79,10
"Zinc, Zn",mg,0.24,0.30,0.04
Vitamins
"Vitamin C, total ascorbic acid",mg,25.6,31.5,3.9
"Thiamin",mg,0.132,0.162,0.020
"Riboflavin",mg,0.012,0.015,0.002
"Niacin",mg,0.652,0.802,0.100
"Vitamin B-6",mg,0.108,0.133,0.017
"Folate, DFE",µg,32,39,5
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,4,5,1
"Vitamin A, IU",IU,64,79,10
"Vitamin E (alpha-tocopherol)",mg,0.48,0.59,0.07
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,2.0,2.5,0.3
Lipids
"Fatty acids, total saturated",g,0.104,0.128,0.016
"Fatty acids, total monounsaturated",g,0.088,0.108,0.014
"Fatty acids, total polyunsaturated",g,0.256,0.315,0.039
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
