Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:12 EST
"Nutrient data for: 02021, Spices, ginger, ground"
Nutrient,Unit,4Value per 400 g,"2.5 tsp = 4.5g","2.5 tbsp = 13.0g",
Proximates
"Water",g,39.76,0.45,1.29
"Energy",kcal,1340,15,44
"Protein",g,35.92,0.40,1.17
"Total lipid (fat)",g,16.96,0.19,0.55
"Carbohydrate, by difference",g,286.48,3.22,9.31
"Fiber, total dietary",g,56.4,0.6,1.8
"Sugars, total",g,13.56,0.15,0.44
Minerals
"Calcium, Ca",mg,456,5,15
"Iron, Fe",mg,79.20,0.89,2.57
"Magnesium, Mg",mg,856,10,28
"Phosphorus, P",mg,672,8,22
"Potassium, K",mg,5280,59,172
"Sodium, Na",mg,108,1,4
"Zinc, Zn",mg,14.56,0.16,0.47
Vitamins
"Vitamin C, total ascorbic acid",mg,2.8,0.0,0.1
"Thiamin",mg,0.184,0.002,0.006
"Riboflavin",mg,0.680,0.008,0.022
"Niacin",mg,38.480,0.433,1.251
"Vitamin B-6",mg,2.504,0.028,0.081
"Folate, DFE",µg,52,1,2
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,8,0,0
"Vitamin A, IU",IU,120,1,4
"Vitamin E (alpha-tocopherol)",mg,0.00,0.00,0.00
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,3.2,0.0,0.1
Lipids
"Fatty acids, total saturated",g,10.396,0.117,0.338
"Fatty acids, total monounsaturated",g,1.916,0.022,0.062
"Fatty acids, total polyunsaturated",g,3.716,0.042,0.121
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
