Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:12 EST
"Nutrient data for: 02021, Spices, ginger, ground"
Nutrient,Unit,3Value per 300 g,"2 tsp = 3.6g","2 tbsp = 10.4g",
Proximates
"Water",g,29.82,0.36,1.03
"Energy",kcal,1005,12,35
"Protein",g,26.94,0.32,0.93
"Total lipid (fat)",g,12.72,0.15,0.44
"Carbohydrate, by difference",g,214.86,2.58,7.45
"Fiber, total dietary",g,42.3,0.5,1.5
"Sugars, total",g,10.17,0.12,0.35
Minerals
"Calcium, Ca",mg,342,4,12
"Iron, Fe",mg,59.40,0.71,2.06
"Magnesium, Mg",mg,642,8,22
"Phosphorus, P",mg,504,6,17
"Potassium, K",mg,3960,48,137
"Sodium, Na",mg,81,1,3
"Zinc, Zn",mg,10.92,0.13,0.38
Vitamins
"Vitamin C, total ascorbic acid",mg,2.1,0.0,0.1
"Thiamin",mg,0.138,0.002,0.005
"Riboflavin",mg,0.510,0.006,0.018
"Niacin",mg,28.860,0.346,1.000
"Vitamin B-6",mg,1.878,0.023,0.065
"Folate, DFE",µg,39,0,1
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,6,0,0
"Vitamin A, IU",IU,90,1,3
"Vitamin E (alpha-tocopherol)",mg,0.00,0.00,0.00
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,2.4,0.0,0.1
Lipids
"Fatty acids, total saturated",g,7.797,0.094,0.270
"Fatty acids, total monounsaturated",g,1.437,0.017,0.050
"Fatty acids, total polyunsaturated",g,2.787,0.033,0.097
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
