Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 24, 2016 16:29 EST
"Nutrient data for: 02021, Spices, ginger, ground"
Nutrient,Unit,0.07Value per 7 g,"1 tsp = 1.8g","1 tbsp = 5.2g",
Proximates
"Water",g,0.70,0.18,0.52
"Energy",kcal,23,6,17
"Protein",g,0.63,0.16,0.47
"Total lipid (fat)",g,0.30,0.08,0.22
"Carbohydrate, by difference",g,5.01,1.29,3.72
"Fiber, total dietary",g,1.0,0.3,0.7
"Sugars, total",g,0.24,0.06,0.18
Minerals
"Calcium, Ca",mg,8,2,6
"Iron, Fe",mg,1.39,0.36,1.03
"Magnesium, Mg",mg,15,4,11
"Phosphorus, P",mg,12,3,9
"Potassium, K",mg,92,24,69
"Sodium, Na",mg,2,0,1
"Zinc, Zn",mg,0.25,0.07,0.19
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0
"Thiamin",mg,0.003,0.001,0.002
"Riboflavin",mg,0.012,0.003,0.009
"Niacin",mg,0.673,0.173,0.500
"Vitamin B-6",mg,0.044,0.011,0.033
"Folate, DFE",µg,1,0,1
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0
"Vitamin A, IU",IU,2,1,2
"Vitamin E (alpha-tocopherol)",mg,0.00,0.00,0.00
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,0.1,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.182,0.047,0.135
"Fatty acids, total monounsaturated",g,0.034,0.009,0.025
"Fatty acids, total polyunsaturated",g,0.065,0.017,0.048
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
