Source: USDA National Nutrient Database for Standard Reference 28 Software v.2.3.7.5
Basic Report
Report Run at: February 22, 2016 16:10 EST
"Nutrient data for: 02029, Spices, parsley, dried"
Nutrient,Unit,3Value per 300 g,"3 tsp = 1.5g","3 tbsp = 4.8g",
Proximates
"Water",g,17.67,0.09,0.28
"Energy",kcal,876,4,14
"Protein",g,79.89,0.40,1.28
"Total lipid (fat)",g,16.44,0.08,0.26
"Carbohydrate, by difference",g,151.92,0.76,2.43
"Fiber, total dietary",g,80.1,0.4,1.3
"Sugars, total",g,21.81,0.11,0.35
Minerals
"Calcium, Ca",mg,3420,17,55
"Iron, Fe",mg,66.12,0.33,1.06
"Magnesium, Mg",mg,1200,6,19
"Phosphorus, P",mg,1308,7,21
"Potassium, K",mg,8049,40,129
"Sodium, Na",mg,1356,7,22
"Zinc, Zn",mg,16.32,0.08,0.26
Vitamins
"Vitamin C, total ascorbic acid",mg,375.0,1.9,6.0
"Thiamin",mg,0.588,0.003,0.009
"Riboflavin",mg,7.149,0.036,0.114
"Niacin",mg,29.829,0.149,0.477
"Vitamin B-6",mg,2.700,0.014,0.043
"Folate, DFE",µg,540,3,9
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,291,1,5
"Vitamin A, IU",IU,5817,29,93
"Vitamin E (alpha-tocopherol)",mg,26.88,0.13,0.43
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,4078.5,20.4,65.3
Lipids
"Fatty acids, total saturated",g,4.134,0.021,0.066
"Fatty acids, total monounsaturated",g,2.283,0.011,0.037
"Fatty acids, total polyunsaturated",g,9.372,0.047,0.150
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
